rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
AICARSYN-RXN	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole lyase	4.3.2.2		UniRef90_Q9I0K9	45.494	4.80e-124	394	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2245925	2244528	|PWY-6123|	good_blast	full	rxn00800 rxn03136 rxn27691 rxn35572 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1SMP8	59.444	0.0	569	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514917	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1UL88	57.565	1.74e-157	493	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514911	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A3DEU9	42.308	1.91e-128	409	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A4G1U6	43.831	9.89e-125	399	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1UR09	46.098	3.42e-123	395	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A4JBL5	44.790	1.80e-120	387	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A0Q1J0	41.636	7.85e-121	387	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A0LDB0	44.803	2.13e-120	387	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1SZJ2	44.384	1.96e-119	384	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514899	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1AS76	42.962	5.09e-119	382	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1JIJ7	43.956	2.21e-116	375	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514914	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A2BP65	41.606	2.47e-116	374	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514929	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1B5K8	45.570	1.10e-115	373	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514908	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A3QII0	44.809	2.98e-115	372	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514905	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A4VPK9	43.013	2.64e-114	369	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514908	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A4VYK5	43.831	5.55e-114	368	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514923	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A4SR98	44.059	7.90e-114	368	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514914	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A1S2J9	46.014	1.85e-113	367	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514905	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A4SDE6	42.463	7.00e-111	359	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A0KGJ2	45.355	1.20e-109	356	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514914	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A2BUP7	41.971	4.54e-108	350	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514929	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
AICARTRANSFORM-RXN	AICAR transformylase	2.1.2.3		UniRef90_A2C098	41.742	6.53e-105	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514929	516533	|PWY-6123|	good_blast	full	rxn00832 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1SMP8	59.444	0.0	569	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514917	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1UL88	57.565	1.74e-157	493	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514911	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A3DEU9	42.308	1.91e-128	409	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A4G1U6	43.831	9.89e-125	399	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1UR09	46.098	3.42e-123	395	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A4JBL5	44.790	1.80e-120	387	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A0Q1J0	41.636	7.85e-121	387	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A0LDB0	44.803	2.13e-120	387	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1SZJ2	44.384	1.96e-119	384	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514899	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1AS76	42.962	5.09e-119	382	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1JIJ7	43.956	2.21e-116	375	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514914	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A2BP65	41.606	2.47e-116	374	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514929	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1B5K8	45.570	1.10e-115	373	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514908	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A3QII0	44.809	2.98e-115	372	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514905	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A4VPK9	43.013	2.64e-114	369	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514908	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A4VYK5	43.831	5.55e-114	368	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514923	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A4SR98	44.059	7.90e-114	368	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514914	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A1S2J9	46.014	1.85e-113	367	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514905	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A4SDE6	42.463	7.00e-111	359	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514920	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A0KGJ2	45.355	1.20e-109	356	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514914	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A2BUP7	41.971	4.54e-108	350	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514929	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
IMPCYCLOHYDROLASE-RXN	IMP cyclohydrolase	3.5.4.10		UniRef90_A2C098	41.742	6.53e-105	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	514929	516533	|PWY-6123|	good_blast	full	rxn03137 	NA	0	1
RXN0-743	N5-carboxyaminoimidazole ribonucleotide mutase	5.4.99.18		UniRef90_P12044	67.081	6.63e-62	202	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	973953	973471	|PWY-6123|	good_blast	full	rxn05115 rxn18988 	NA	0	1
RXN0-742	5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18		UniRef90_P12045	46.369	6.30e-95	307	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	973448	972381	|PWY-6123|	good_blast	full	rxn05114 rxn05229 rxn10053 	NA	0	1
RXN-9962	cis-muurola-3,5-diene synthase	4.2.3.67	NA									|PWY-6128|	no_seq_data	NA	rxn16468 rxn16469 	NA	0	NA
RXN-9963	cis-muurola-4(14),5-diene synthase	4.2.3.67	NA									|PWY-6128|	no_seq_data	NA	rxn16468 rxn16469 	NA	0	NA
GLYCEROL-DEHYDRATASE-RXN	glycerol dehydratase	4.2.1.30	NA									|PWY-6130|	no_blast	NA	rxn00768 rxn00769 rxn15106 rxn15107 	Subunit 1	0	NA
GLYCEROL-DEHYDRATASE-RXN	glycerol dehydratase	4.2.1.30	NA									|PWY-6130|	no_blast	NA	rxn00768 rxn00769 rxn15106 rxn15107 	Subunit 3	0	NA
GLYCEROL-DEHYDRATASE-RXN	glycerol dehydratase	4.2.1.30	NA									|PWY-6130|	no_blast	NA	rxn00768 rxn00769 rxn15106 rxn15107 	Subunit OS	0	NA
GLYCEROL-DEHYDRATASE-RXN	glycerol dehydratase	4.2.1.30	NA									|PWY-6130|	no_blast	NA	rxn00768 rxn00769 rxn15106 rxn15107 	Subunit undefined	0	NA
13-PROPANEDIOL-DEHYDROGENASE-RXN	1,3-propanediol dehydrogenase	1.1.1.202		UniRef90_P45513	39.691	7.00e-67	226	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2090429	2091571	|PWY-6130|	good_blast	NA	rxn01710 rxn02235 	NA	0	1
GLYCDEH-RXN	glycerol dehydrogenase	1.1.1.6	NA	UniRef90_A4IP64	35.065	2.46e-56	196	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2090432	2091571	|PWY-6131|	bad_blast	NA	rxn00762 	NA	0	NA
GLYCERONE-KINASE-RXN	dihydroxyacetone kinase	2.7.1.29	NA									|PWY-6131|	no_blast	NA	rxn00744 	NA	0	NA
LANOSTEROL-SYNTHASE-RXN	lanosterol synthase	5.4.99.7	NA									|PWY-6132|	no_blast	NA	rxn02290 	NA	0	NA
RXN-9987	UDP-N-acetylglucosamine 2-epimerase	3.2.1.183	NA									|PWY-6138|	no_blast	NA	 	NA	0	NA
NANK-RXN	N-acetylmannosamine kinase	2.7.1.60	NA	UniRef90_Q4QP43	26.792	4.43e-13	66.2	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	236072	236824	|PWY-6138|	bad_blast	NA	rxn01951 rxn06206 rxn20233 rxn20272 	NA	0	NA
RXN-9988	N-acetylneuraminate 9-phosphate synthase	2.5.1.57	NA	UniRef50_G2G0S3	28.125	9.3	20.8	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1557707	1557892	|PWY-6138|	bad_blast	NA	rxn03064 rxn06239 rxn18931 	NA	0	NA
RXN-9989	N-acetylneuraminate-9-phosphate phosphatase	3.1.3.29	NA	UniRef50_Q7P2J4	32.143	0.96	23.5	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	766567	766701	|PWY-6138|	bad_blast	NA	rxn01317 rxn01890 rxn15256 rxn15257 rxn20234 rxn25963 	NA	0	NA
RXN-9990	cytidine 5'-monophosphate N-acetylneuraminate synthetase	2.7.7.43	NA									|PWY-6138|	no_blast	NA	rxn00827 rxn01892 rxn02943 rxn15145 rxn15146 rxn19068 rxn25964 	NA	0	NA
RXN-9987	UDP-N-acetylglucosamine 2-epimerase	3.2.1.183	NA									|PWY-6139|	no_blast	NA	 	NA	0	NA
N-ACETYLNEURAMINATE-SYNTHASE-RXN	N-acetylneuraminate synthase	2.5.1.56	NA	UniRef50_A0A139NK45	25.490	0.062	26.6	81	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	386455	386598	|PWY-6139|	bad_blast	NA	rxn01316 rxn03064 rxn15254 rxn15255 rxn20230 	NA	0	NA
RXN-9990	cytidine 5'-monophosphate N-acetylneuraminate synthetase	2.7.7.43	NA									|PWY-6139|	no_blast	NA	rxn00827 rxn01892 rxn02943 rxn15145 rxn15146 rxn19068 rxn25964 	NA	0	NA
MANNKIN-RXN	MANNKIN-RXN	2.7.1.7	NA	sp|P23917|MAK_ECOLI	30.566	5.78e-19	84.0	90	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	236066	236803	|PWY-6140|	bad_blast	NA	rxn00975 rxn20176 	NA	0	NA
RXN-9991	2-keto-3-deoxy-D-glycero-D-galacto-nononate-9-phosphate synthase	2.5.1.132	NA									|PWY-6140|	no_blast	NA	 	NA	0	NA
RXN-9992	2-keto-3-deoxy-D-glycero-D-galacto-nononate-9-phosphate phosphatase	3.1.3.103	NA	UniRef90_Q8A712	24.294	5.7	23.9	87	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1872107	1872613	|PWY-6140|	bad_blast	NA	 	NA	0	NA
RXN-9993	2-keto-3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase	2.7.7.92	NA									|PWY-6140|	no_blast	NA	 	NA	0	NA
RXN-10003	pseudaminic acid cytidylyltransferase	2.7.7.81	NA									|PWY-6143|	no_blast	NA	rxn16684 	NA	0	NA
RXN-10002	pseudaminic acid synthase	2.5.1.97	NA									|PWY-6143|	no_blast	NA	rxn16682 rxn20799 	NA	0	NA
RXN-10001	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase	3.6.1.57	NA									|PWY-6143|	no_blast	NA	rxn16675 rxn20798 	NA	0	NA
RXN-10000	UDP-4-amino-4,6-dideoxy-beta-L-AltNAc o-acetyltransferase	2.3.1.202	NA									|PWY-6143|	no_blast	NA	 	NA	0	NA
RXN-9999	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose aminotransferase	2.6.1.92	NA									|PWY-6143|	no_blast	NA	rxn16666 	NA	0	NA
RXN-9998	UDP-N-acetylglucosamine 4,6-dehydratase	4.2.1.115	NA	tr|Q8L348|Q8L348_VIBCL	20.328	1.12e-04	40.4	81	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1135597	1134695	|PWY-6143|	bad_blast	NA	rxn16543 	NA	0	NA
H2PTERIDINEPYROPHOSPHOKIN-RXN	ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6-diphosphotransferase	2.7.6.3	NA	UniRef90_P22291	29.323	4.66e-31	118	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2105412	2106209	|PWY-6147|	bad_blast	NA	rxn02503 rxn33972 rxn45543 	NA	0	NA
H2NEOPTERINALDOL-RXN	dihydroneopterin aldolase	4.1.2.25	NA	UniRef90_P22291	29.323	4.66e-31	118	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2105412	2106209	|PWY-6147|	bad_blast	NA	rxn02504 rxn21163 rxn33971 	NA	0	NA
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	3.6.1	NA									|PWY-6147|	no_seq_data	NA	 	NA	0	NA
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	dihydroneopterin triphosphate diphosphatase	3.6.1.67	NA									|PWY-6147|	no_blast	NA	 	NA	0	NA
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_A1TG42	61.497	4.91e-69	224	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2103806	2104360	|PWY-6147|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_A0PV57	65.497	1.28e-68	223	85	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2103854	2104360	|PWY-6147|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_A4J5D0	59.239	5.93e-68	221	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2103806	2104354	|PWY-6147|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_A3DHH6	56.593	2.37e-66	216	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2103809	2104351	|PWY-6147|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
RXN-10014	RXN-10014		NA									|PWY-6148|	no_seq_data	NA	rxn42782 	NA	0	NA
RXN-10013	RXN-10013		NA									|PWY-6148|	no_seq_data	NA	rxn90050 	NA	0	NA
RXN-10012	RXN-10012	2.4.2	NA									|PWY-6148|	no_seq_data	NA	rxn90049 	NA	0	NA
RXN-10011	RXN-10011	3.1.3	NA									|PWY-6148|	no_seq_data	NA	rxn90048 	NA	0	NA
RXN-10010	RXN-10010		NA									|PWY-6148|	no_seq_data	NA	rxn45700 	NA	0	NA
RXN-8124	4-(beta-D-ribofuranosyl)hydroxybenzene 5'-phosphate synthase	2.4.2.54	NA	UniRef50_A0A6M5YQD6	34.694	5.6	20.8	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1155031	1154885	|PWY-6148|	bad_blast	NA	rxn42137 	NA	0	NA
RXN-15555	dihydromethanopterin reductase (acceptor)	1.5.99.15	NA									|PWY-6148|	no_seq_data	NA	rxn02430 	NA	0	NA
H2NEOPTERINALDOL-RXN	dihydroneopterin aldolase	4.1.2.25	NA	UniRef90_P22291	29.323	4.66e-31	118	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2105412	2106209	|PWY-6148|	bad_blast	NA	rxn02504 rxn21163 rxn33971 	NA	0	NA
RXN-15732	6-hydroxymethyl-7,8-dihydropterin 7,9-dimethyltransferase	2.1.1	NA									|PWY-6148|	no_seq_data	NA	rxn44185 	NA	0	NA
RXN-15733	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase	2.7.6.3	NA	UniRef90_P22291	29.323	4.66e-31	118	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2105412	2106209	|PWY-6148|	bad_blast	NA	rxn02503 rxn33972 rxn45543 	NA	0	NA
RXN-15734	[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase	2.5.1.105	NA									|PWY-6148|	no_blast	NA	rxn46822 	NA	0	NA
RXN-15741	4-(beta-D-ribofuranosyl)hydroxybenzene 5'-phosphate--L-aspartate ligase	6.3.1	NA									|PWY-6148|	no_seq_data	NA	rxn44206 	NA	0	NA
RXN-15742	4-(beta-D-ribofuranosyl)-N-succinylaminobenzene 5'-phosphate lyase	4.3.2	NA									|PWY-6148|	no_seq_data	NA	rxn46469 	NA	0	NA
CHORPYRLY-RXN	chorismate lyase	4.1.3.40	NA									|PWY-6148|	no_blast	NA	rxn00966 	NA	0	NA
RXN-10017	RXN-10017		NA									|PWY-6153|	spontaneous	NA	 	NA	0	NA
RXN-10015	RXN-10015		NA									|PWY-6153|	spontaneous	NA	 	NA	0	NA
RXN-7605	RXN-7605	2.1.1	NA									|PWY-6153|	no_seq_data	NA	 	NA	0	NA
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	S-adenosylhomocysteine nucleosidase	3.2.2.9	NA	UniRef90_B7VJ21	33.898	4.29e-32	120	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1245148	1244453	|PWY-6153|	bad_blast	NA	rxn00143 rxn01021 rxn08013 rxn13649 	NA	0	NA
RIBOSYLHOMOCYSTEINASE-RXN	S-ribosylhomocysteine lyase	4.4.1.21		UniRef90_A1A0P1	89.024	1.44e-96	301	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1001129	1000638	|PWY-6153|	good_blast	NA	rxn00955 rxn05958 rxn14169 	NA	0	1
RIBOSYLHOMOCYSTEINASE-RXN	S-ribosylhomocysteine lyase	4.4.1.21		UniRef90_A3CPX9	66.038	3.65e-74	237	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1001114	1000638	|PWY-6153|	good_blast	NA	rxn00955 rxn05958 rxn14169 	NA	0	1
RIBOSYLHOMOCYSTEINASE-RXN	S-ribosylhomocysteine lyase	4.4.1.21		UniRef90_A4VZM6	65.789	4.77e-70	225	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1001099	1000644	|PWY-6153|	good_blast	NA	rxn00955 rxn05958 rxn14169 	NA	0	1
RXN-7605	RXN-7605	2.1.1	NA									|PWY-6154|	no_seq_data	NA	 	NA	0	NA
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	S-adenosylhomocysteine nucleosidase	3.2.2.9	NA	UniRef90_B7VJ21	33.898	4.29e-32	120	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1245148	1244453	|PWY-6154|	bad_blast	NA	rxn00143 rxn01021 rxn08013 rxn13649 	NA	0	NA
RIBOSYLHOMOCYSTEINASE-RXN	S-ribosylhomocysteine lyase	4.4.1.21		UniRef90_A1A0P1	89.024	1.44e-96	301	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1001129	1000638	|PWY-6154|	good_blast	NA	rxn00955 rxn05958 rxn14169 	NA	0	1
RIBOSYLHOMOCYSTEINASE-RXN	S-ribosylhomocysteine lyase	4.4.1.21		UniRef90_A3CPX9	66.038	3.65e-74	237	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1001114	1000638	|PWY-6154|	good_blast	NA	rxn00955 rxn05958 rxn14169 	NA	0	1
RIBOSYLHOMOCYSTEINASE-RXN	S-ribosylhomocysteine lyase	4.4.1.21		UniRef90_A4VZM6	65.789	4.77e-70	225	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1001099	1000644	|PWY-6154|	good_blast	NA	rxn00955 rxn05958 rxn14169 	NA	0	1
RXN-10019	RXN-10019		NA									|PWY-6154|	spontaneous	NA	 	NA	0	NA
RXN-10018	RXN-10018		NA									|PWY-6154|	spontaneous	NA	 	NA	0	NA
RXN-10016	RXN-10016		NA									|PWY-6154|	spontaneous	NA	 	NA	0	NA
2.3.1.184-RXN	acyl-homoserine-lactone synthase	2.3.1.184	NA									|PWY-6157|	no_blast	NA	rxn13855 rxn13860 rxn14374 rxn17470 rxn20811 rxn20812 rxn20813 rxn20814 	NA	0	NA
CHORISMATE-SYNTHASE-RXN	chorismate synthase	4.2.3.5		UniRef90_A1A1A2	84.131	0.0	617	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	666323	665139	|PWY-6163|	good_blast	NA	rxn01255 	NA	0	1
CHORISMATE-SYNTHASE-RXN	chorismate synthase	4.2.3.5		UniRef90_A0QWQ9	62.532	4.47e-142	443	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	666323	665163	|PWY-6163|	good_blast	NA	rxn01255 	NA	0	1
CHORISMATE-SYNTHASE-RXN	chorismate synthase	4.2.3.5		UniRef90_A1R705	64.031	1.40e-141	442	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	666323	665151	|PWY-6163|	good_blast	NA	rxn01255 	NA	0	1
CHORISMATE-SYNTHASE-RXN	chorismate synthase	4.2.3.5		UniRef90_A1T8F3	63.496	2.04e-126	399	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	666323	665163	|PWY-6163|	good_blast	NA	rxn01255 	NA	0	1
